record_type,backlog_priority,backlog_bucket,vc_signal_strength,vc_signal_reason,strict_drop_reason,research_recommendation,source_filing_count,firm_name,name,contact_name,contact_title,all_contacts,manager_status_code,manager_status,fund_stage,filer_status,year_inc,fund_size,amount_sold,filing_date,issues,city,state,sec_number,filing_url,linkedin_search_url,linkedin_company_search_url,website_search_url
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Rendered VC,"AL Fund I, a series of Rendered VC, LP","N/A Belltower Fund Group, Ltd.",Director,"N/A Belltower Fund Group, Ltd. (Director); N/A Fund GP, LLC (Director)",not_checked,Not checked,Fund I,new_filer,2022,$10M,$2M,2026-07-09,Pooled Investment Fund - Venture Capital Fund,SEATTLE,WA,0001938221-26-000002,https://www.sec.gov/Archives/edgar/data/1938221/000193822126000002/0001938221-26-000002-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Belltower+Fund+Group%2C+Ltd.+Rendered+VC,https://www.linkedin.com/search/results/companies/?keywords=Rendered+VC,https://www.google.com/search?q=%22Rendered+VC%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Rhone VC,"Rhone Technology Fund XIIIh, a series of Rhone VC, LP",N/A Rhone VC SPV Manager 13 LLC,Director,N/A Rhone VC SPV Manager 13 LLC (Director); Austin Walker (Executive Officer),not_checked,Not checked,Emerging Fund,first_filer,2026,$1M,$1M,2026-07-09,Pooled Investment Fund - Venture Capital Fund,Rochester,MN,0002139295-26-000001,https://www.sec.gov/Archives/edgar/data/2139295/000213929526000001/0002139295-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Rhone+VC+SPV+Manager+13+LLC+Rhone+VC,https://www.linkedin.com/search/results/companies/?keywords=Rhone+VC,https://www.google.com/search?q=%22Rhone+VC%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Koru Ventures,AA Atomics a Series of Koru Ventures LLC,LLC Sydecar,Director,LLC Sydecar (Director); Brett Sagan (Executive Officer),not_checked,Not checked,Emerging Fund,first_filer,2026,"$270,000","$270,000",2026-07-09,Pooled Investment Fund - Venture Capital Fund,CLAYMONT,DE,0002143337-26-000001,https://www.sec.gov/Archives/edgar/data/2143337/000214333726000001/0002143337-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=LLC+Sydecar+Koru+Ventures,https://www.linkedin.com/search/results/companies/?keywords=Koru+Ventures,https://www.google.com/search?q=%22Koru+Ventures%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",2,Phase Shift Ventures Master,Capacitech SPV I a Series of Phase Shift Ventures Master LLC,LLC Sydecar,Director,LLC Sydecar (Director); Brett Sagan (Executive Officer),not_checked,Not checked,Emerging Fund,first_filer,2026,"$30,000","$30,000",2026-07-09,Pooled Investment Fund - Venture Capital Fund,CLAYMONT,DE,0002142903-26-000001,https://www.sec.gov/Archives/edgar/data/2142903/000214290326000001/0002142903-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=LLC+Sydecar+Phase+Shift+Ventures+Master,https://www.linkedin.com/search/results/companies/?keywords=Phase+Shift+Ventures+Master,https://www.google.com/search?q=%22Phase+Shift+Ventures+Master%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,C2V Capital Partners III Parallel Fund,"C2V Capital Partners III Parallel Fund, LP","C2V General Partner III, LLC",Executive Officer,"C2V General Partner III, LLC (Executive Officer); C2V Ventures Management, LLC (Executive Officer); Christian Cunningham (Executive Officer); Matthew Olivo (Executive Officer)",not_checked,Not checked,Emerging Fund,first_filer,2025,$0,$0,2026-07-09,Pooled Investment Fund - Venture Capital Fund,RYE,NY,0001493152-26-032732,https://www.sec.gov/Archives/edgar/data/2123026/000149315226032732/0001493152-26-032732-index.htm,https://www.linkedin.com/search/results/people/?keywords=C2V+General+Partner+III%2C+LLC+C2V+Capital+Partners+III+Parallel+Fund,https://www.linkedin.com/search/results/companies/?keywords=C2V+Capital+Partners+III+Parallel+Fund,https://www.google.com/search?q=%22C2V+Capital+Partners+III+Parallel+Fund%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,LoLa Capital Deep Dive,"LoLa Capital Deep Dive, LP","N/A LoLa Capital Deep Dive GP, LLC",Promoter,"N/A LoLa Capital Deep Dive GP, LLC (Promoter); N/A LoLa Capital Partners, LLC (Promoter); Gregory Verdine (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,$0,$0,2026-07-09,Pooled Investment Fund - Venture Capital Fund,PRIDES CROSSING,MA,0001470831-26-000695,https://www.sec.gov/Archives/edgar/data/2141108/000147083126000695/0001470831-26-000695-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+LoLa+Capital+Deep+Dive+GP%2C+LLC+LoLa+Capital+Deep+Dive,https://www.linkedin.com/search/results/companies/?keywords=LoLa+Capital+Deep+Dive,https://www.google.com/search?q=%22LoLa+Capital+Deep+Dive%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Ultranative Ventures I,Ultranative 0 22 a Series of Ultranative Ventures I LLC,LLC Sydecar,Director,LLC Sydecar (Director); Brett Sagan (Executive Officer),not_checked,Not checked,Emerging Fund,first_filer,2026,$3M,$3M,2026-07-08,Pooled Investment Fund - Venture Capital Fund,CLAYMONT,DE,0002143956-26-000001,https://www.sec.gov/Archives/edgar/data/2143956/000214395626000001/0002143956-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=LLC+Sydecar+Ultranative+Ventures+I,https://www.linkedin.com/search/results/companies/?keywords=Ultranative+Ventures+I,https://www.google.com/search?q=%22Ultranative+Ventures+I%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Unpopular Ventures Preferred QP, LP - F3","Unpopular Ventures Preferred QP, LP - F3","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,"$12,500","$12,500",2026-07-08,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002140489-26-000001,https://www.sec.gov/Archives/edgar/data/2140489/000214048926000001/0002140489-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Unpopular+Ventures+Preferred+QP%2C+LP+-+F3,https://www.linkedin.com/search/results/companies/?keywords=Unpopular+Ventures+Preferred+QP%2C+LP+-+F3,https://www.google.com/search?q=%22Unpopular+Ventures+Preferred+QP%2C+LP+-+F3%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"MF Ventures Fund, LP - A3","MF Ventures Fund, LP - A3","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,"$195,510","$151,000",2026-07-08,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002139275-26-000001,https://www.sec.gov/Archives/edgar/data/2139275/000213927526000001/0002139275-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+MF+Ventures+Fund%2C+LP+-+A3,https://www.linkedin.com/search/results/companies/?keywords=MF+Ventures+Fund%2C+LP+-+A3,https://www.google.com/search?q=%22MF+Ventures+Fund%2C+LP+-+A3%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Evolution Ventures Minerva Fund, LP - C2","Evolution Ventures Minerva Fund, LP - C2","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,"$61,757","$61,757",2026-07-08,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002139018-26-000001,https://www.sec.gov/Archives/edgar/data/2139018/000213901826000001/0002139018-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Evolution+Ventures+Minerva+Fund%2C+LP+-+C2,https://www.linkedin.com/search/results/companies/?keywords=Evolution+Ventures+Minerva+Fund%2C+LP+-+C2,https://www.google.com/search?q=%22Evolution+Ventures+Minerva+Fund%2C+LP+-+C2%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Multiball Capital,"Multiball Capital Fund I, L.P.","N/A Multiball Capital GP I, LLC",Director,"N/A Multiball Capital GP I, LLC (Director); Matt Kozlov (Director)",not_checked,Not checked,Fund I,new_filer,2025,$30M,$27M,2026-07-08,Pooled Investment Fund - Venture Capital Fund,LOS ANGELES,CA,0001231919-26-000734,https://www.sec.gov/Archives/edgar/data/2075275/000123191926000734/0001231919-26-000734-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Multiball+Capital+GP+I%2C+LLC+Multiball+Capital,https://www.linkedin.com/search/results/companies/?keywords=Multiball+Capital,https://www.google.com/search?q=%22Multiball+Capital%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Kamal Ravikant Capital, LP - F4","Kamal Ravikant Capital, LP - F4","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,$1M,"$990,769",2026-07-08,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002140494-26-000001,https://www.sec.gov/Archives/edgar/data/2140494/000214049426000001/0002140494-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Kamal+Ravikant+Capital%2C+LP+-+F4,https://www.linkedin.com/search/results/companies/?keywords=Kamal+Ravikant+Capital%2C+LP+-+F4,https://www.google.com/search?q=%22Kamal+Ravikant+Capital%2C+LP+-+F4%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Arithmos VC, LP - G2","Arithmos VC, LP - G2","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Emerging Fund,new_filer,2026,$6M,$6M,2026-07-08,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002120311-26-000004,https://www.sec.gov/Archives/edgar/data/2120311/000212031126000004/0002120311-26-000004-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Arithmos+VC%2C+LP+-+G2,https://www.linkedin.com/search/results/companies/?keywords=Arithmos+VC%2C+LP+-+G2,https://www.google.com/search?q=%22Arithmos+VC%2C+LP+-+G2%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"F.Inc Capital, LP - D2","F.Inc Capital, LP - D2","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Emerging Fund,new_filer,2026,$2M,$2M,2026-07-08,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002120300-26-000003,https://www.sec.gov/Archives/edgar/data/2120300/000212030026000003/0002120300-26-000003-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+F.Inc+Capital%2C+LP+-+D2,https://www.linkedin.com/search/results/companies/?keywords=F.Inc+Capital%2C+LP+-+D2,https://www.google.com/search?q=%22F.Inc+Capital%2C+LP+-+D2%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Blu Venture Investors Core,"BVI Core Q32021-6 Series, a Series of Blu Venture Investors Core, LLC","N/A Blu Venture Management, LLC",Executive Officer,"N/A Blu Venture Management, LLC (Executive Officer); Pawan Malhotra (Executive Officer); J.S. Gamble (Executive Officer); Eric Adler (Executive Officer)",not_checked,Not checked,Emerging Fund,new_filer,2021,$0,$1M,2026-07-08,Pooled Investment Fund - Venture Capital Fund,Arlington,VA,0001888595-26-000001,https://www.sec.gov/Archives/edgar/data/1888595/000188859526000001/0001888595-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Blu+Venture+Management%2C+LLC+Blu+Venture+Investors+Core,https://www.linkedin.com/search/results/companies/?keywords=Blu+Venture+Investors+Core,https://www.google.com/search?q=%22Blu+Venture+Investors+Core%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,PeakSpan Capital BaseCamp I,"PeakSpan Capital BaseCamp I, L.P.","N/A PeakSpan Capital BaseCamp, LLC",Promoter,"N/A PeakSpan Capital BaseCamp, LLC (Promoter); Phil Dur (Director); Matt Melymuka (Director); Jay Lance Jr. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,$200M,$0,2026-07-08,Pooled Investment Fund - Venture Capital Fund,NEW YORK,NY,0002143715-26-000001,https://www.sec.gov/Archives/edgar/data/2143715/000214371526000001/0002143715-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+PeakSpan+Capital+BaseCamp%2C+LLC+PeakSpan+Capital+BaseCamp+I,https://www.linkedin.com/search/results/companies/?keywords=PeakSpan+Capital+BaseCamp+I,https://www.google.com/search?q=%22PeakSpan+Capital+BaseCamp+I%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Angel Collective Opportunity Fund, LP - F2","Angel Collective Opportunity Fund, LP - F2","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Emerging Fund,new_filer,2026,"$175,000","$175,000",2026-07-08,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002120610-26-000004,https://www.sec.gov/Archives/edgar/data/2120610/000212061026000004/0002120610-26-000004-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Angel+Collective+Opportunity+Fund%2C+LP+-+F2,https://www.linkedin.com/search/results/companies/?keywords=Angel+Collective+Opportunity+Fund%2C+LP+-+F2,https://www.google.com/search?q=%22Angel+Collective+Opportunity+Fund%2C+LP+-+F2%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Davidovs Venture Capital, LP - E4","Davidovs Venture Capital, LP - E4","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,$2M,$1M,2026-07-07,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002138982-26-000001,https://www.sec.gov/Archives/edgar/data/2138982/000213898226000001/0002138982-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Davidovs+Venture+Capital%2C+LP+-+E4,https://www.linkedin.com/search/results/companies/?keywords=Davidovs+Venture+Capital%2C+LP+-+E4,https://www.google.com/search?q=%22Davidovs+Venture+Capital%2C+LP+-+E4%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Mana Ventures, LP - F4","Mana Ventures, LP - F4","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,"$425,417","$422,930",2026-07-07,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002140492-26-000001,https://www.sec.gov/Archives/edgar/data/2140492/000214049226000001/0002140492-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Mana+Ventures%2C+LP+-+F4,https://www.linkedin.com/search/results/companies/?keywords=Mana+Ventures%2C+LP+-+F4,https://www.google.com/search?q=%22Mana+Ventures%2C+LP+-+F4%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Unpopular Ventures Preferred, LP - F3","Unpopular Ventures Preferred, LP - F3","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,"$600,498","$542,000",2026-07-07,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002140490-26-000001,https://www.sec.gov/Archives/edgar/data/2140490/000214049026000001/0002140490-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Unpopular+Ventures+Preferred%2C+LP+-+F3,https://www.linkedin.com/search/results/companies/?keywords=Unpopular+Ventures+Preferred%2C+LP+-+F3,https://www.google.com/search?q=%22Unpopular+Ventures+Preferred%2C+LP+-+F3%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Mystic Ventures, LP - E4","Mystic Ventures, LP - E4","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,"$411,514","$314,750",2026-07-07,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002139398-26-000001,https://www.sec.gov/Archives/edgar/data/2139398/000213939826000001/0002139398-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Mystic+Ventures%2C+LP+-+E4,https://www.linkedin.com/search/results/companies/?keywords=Mystic+Ventures%2C+LP+-+E4,https://www.google.com/search?q=%22Mystic+Ventures%2C+LP+-+E4%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Schox Venture Capital, LP - G1","Schox Venture Capital, LP - G1","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,"$629,636","$242,500",2026-07-07,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002139241-26-000001,https://www.sec.gov/Archives/edgar/data/2139241/000213924126000001/0002139241-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Schox+Venture+Capital%2C+LP+-+G1,https://www.linkedin.com/search/results/companies/?keywords=Schox+Venture+Capital%2C+LP+-+G1,https://www.google.com/search?q=%22Schox+Venture+Capital%2C+LP+-+G1%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"REFASHIOND Ventures Seed Fund, LP - F1","REFASHIOND Ventures Seed Fund, LP - F1","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,"$236,516","$104,000",2026-07-07,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002139057-26-000001,https://www.sec.gov/Archives/edgar/data/2139057/000213905726000001/0002139057-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+REFASHIOND+Ventures+Seed+Fund%2C+LP+-+F1,https://www.linkedin.com/search/results/companies/?keywords=REFASHIOND+Ventures+Seed+Fund%2C+LP+-+F1,https://www.google.com/search?q=%22REFASHIOND+Ventures+Seed+Fund%2C+LP+-+F1%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Agent Venture Fund, LP - B3","Agent Venture Fund, LP - B3","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,"$813,407","$512,250",2026-07-07,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002138697-26-000001,https://www.sec.gov/Archives/edgar/data/2138697/000213869726000001/0002138697-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Agent+Venture+Fund%2C+LP+-+B3,https://www.linkedin.com/search/results/companies/?keywords=Agent+Venture+Fund%2C+LP+-+B3,https://www.google.com/search?q=%22Agent+Venture+Fund%2C+LP+-+B3%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Angel Collective Opportunity Fund, LP - F3","Angel Collective Opportunity Fund, LP - F3","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group Ltd. (Director)",not_checked,Not checked,Emerging Fund,first_filer,2026,$1M,$1M,2026-07-07,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002139402-26-000001,https://www.sec.gov/Archives/edgar/data/2139402/000213940226000001/0002139402-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Angel+Collective+Opportunity+Fund%2C+LP+-+F3,https://www.linkedin.com/search/results/companies/?keywords=Angel+Collective+Opportunity+Fund%2C+LP+-+F3,https://www.google.com/search?q=%22Angel+Collective+Opportunity+Fund%2C+LP+-+F3%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"MF Ventures Fund, LP - A2","MF Ventures Fund, LP - A2","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group Ltd. (Director)",not_checked,Not checked,Emerging Fund,new_filer,2026,"$318,886","$318,886",2026-07-07,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002122811-26-000002,https://www.sec.gov/Archives/edgar/data/2122811/000212281126000002/0002122811-26-000002-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+MF+Ventures+Fund%2C+LP+-+A2,https://www.linkedin.com/search/results/companies/?keywords=MF+Ventures+Fund%2C+LP+-+A2,https://www.google.com/search?q=%22MF+Ventures+Fund%2C+LP+-+A2%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"Schox Venture Capital, LP - F4","Schox Venture Capital, LP - F4","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Emerging Fund,new_filer,2026,"$643,296","$643,296",2026-07-07,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002120139-26-000002,https://www.sec.gov/Archives/edgar/data/2120139/000212013926000002/0002120139-26-000002-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Schox+Venture+Capital%2C+LP+-+F4,https://www.linkedin.com/search/results/companies/?keywords=Schox+Venture+Capital%2C+LP+-+F4,https://www.google.com/search?q=%22Schox+Venture+Capital%2C+LP+-+F4%22+venture+capital
vc_firm_candidate,2,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,"REFASHIOND Ventures Seed Fund, LP - E4","REFASHIOND Ventures Seed Fund, LP - E4","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group Ltd. (Director)",not_checked,Not checked,Emerging Fund,new_filer,2026,"$177,239","$177,239",2026-07-07,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002119796-26-000003,https://www.sec.gov/Archives/edgar/data/2119796/000211979626000003/0002119796-26-000003-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+REFASHIOND+Ventures+Seed+Fund%2C+LP+-+E4,https://www.linkedin.com/search/results/companies/?keywords=REFASHIOND+Ventures+Seed+Fund%2C+LP+-+E4,https://www.google.com/search?q=%22REFASHIOND+Ventures+Seed+Fund%2C+LP+-+E4%22+venture+capital
